text;name;labels
It is known to have mastered every possible form of Martial Arts;Machamp;67
It punches with its four arms then builds up speed within that it can launch 1,000 punches in two seconds;Machamp;67
Machoke evolves into Machamp when traded;Machamp;67
Machamp is a humanoid Pokémon with four well-muscled arms;Machamp;67
It has bluish-gray skin, red eyes, and pale yellow lips;Machamp;67
On its head, there are three brown ridges right above its eyes;Machamp;67
It has two arms on each side of its body: a pair located in the normal position, and another pair directly above that attaches on the top of the shoulders;Machamp;67
It has black markings that resemble briefs and wears a golden power-save belt that resembles a championship belt;Machamp;67
Its legs have considerable muscle tone, and its feet have two toes each;Machamp;67
Machamp are said to know every martial arts style in the world;Machamp;67
It punches extremely quickly, throwing five hundred punches a second;Machamp;67
With only one hand, it can move a mountain;Machamp;67
In Generation VII, Strength was its signature move;Machamp;67
Because of its four arms, it can hit from a multitude of angles and pin all of its foe's limbs down at once;Machamp;67
Its arms also allow it to attack and defend simultaneously;Machamp;67
The four arms react much faster than Machamp can think;Machamp;67
However, it has poor dexterity, and cannot handle delicate work without its arms becoming tangled;Machamp;67
The belt it wears restricts its muscle activity, but it can cause consequences if removed;Machamp;67
In Generation II, Vital Throw was its signature move;Machamp;67
Being the result of an evolution via trading, Machamp is rarely found in the wild, though they can be found in the mountains;Machamp;67
As Gigantamax Machamp, it swells to enormous proportions and acquires immeasurable strength;Machamp;67
Due to Gigantamaxing, its arms are filled with Gigantamax energy, making its punches as hard as bomb blasts;Machamp;67
Its bluish-gray skin becomes darker;Machamp;67
The ridges on its head are also darker, with the middle ridge becoming longer;Machamp;67
Its eyes become bright yellow;Machamp;67
The neck extends with black markings;Machamp;67
The four fists are now dark orange, with orange-yellow veins connecting to two orange spots on each arm;Machamp;67
The belt extends with several more notches;Machamp;67
The black markings now extend down the legs and stop above the ankles;Machamp;67
Three red clouds circle around its waist;Machamp;67
Gigantamax Machamp is the only known Pokémon capable of using the G-Max Move G-Max Chi Strike;Machamp;67
Bellsprout is a plant-like Pokémon resembling a pitcher plant;Bellsprout;68
The body is a thin brown root and stem system with secondary roots making up Bellsprout's legs;Bellsprout;68
It has two leaves on each side of its body;Bellsprout;68
Its head is yellow and shaped like a bulb while the tip of its mouth is colored pink, resembling lips;Bellsprout;68
All Bellsprout have the ability Chlorophyll, which increases Bellsprout's Speed when it is sunny;Bellsprout;68
It is said to ensnare its prey in its vines and devour it, and can also spit a highly corrosive fluid that can melt even iron;Bellsprout;68
This Pokémon prefers hot and humid environments, since it can absorb more moisture from the ground by planting its root-like feet;Bellsprout;68
In battle, Bellsprout can take advantage of its flexibility to bend and sway its way out of the range of its opponent's attacks, no matter how powerful they may be;Bellsprout;68
It is quick capturing its prey with its vines;Bellsprout;68
Bellsprout evolves into a Weepinbell at level 21;Bellsprout;68
It then evolves into Victreebel when a Leaf Stone is used on it;Bellsprout;68
Bellsprout is a plant-based Pokémon with a stem-like brown body;Bellsprout;68
There is a single green leaf on each side of its body;Bellsprout;68
It has a yellow bell-shaped head with what appear to be pink lips at the end and beady black eyes;Bellsprout;68
It is capable of spitting corrosive acid from its mouth;Bellsprout;68
Its stem is long, thin and very flexible, making it capable of swerving rapidly to avoid many attacks or moving with blinding speed to capture prey;Bellsprout;68
Its roots resemble feet, and it uses them as such;Bellsprout;68
It will plant its roots in the ground to replenish water, but it is unable to flee while it is rooted;Bellsprout;68
Bellsprout prefers hot and humid places, thus it lives in temperate forests and jungles;Bellsprout;68
Weepinbell is a plant Pokémon;Weepinbell;69
It lacks legs, so it hovers in the air;Weepinbell;69
The head of Weepinbell is yellow with three yellow-green spots on it;Weepinbell;69
On the top of its head is a vine;Weepinbell;69
It somewhat resembles a venus flytrap-like plant, just like Victreebel;Weepinbell;69
All Weepinbell have the ability Chlorophyll;Weepinbell;69
Chlorophyll increases Weepinbell's Speed when the sun is out;Weepinbell;69
This Pokémon captures unwary prey by dousing them with a toxic powder;Weepinbell;69
The hooked stem behind its head lets Weepinbell hang from a tree;Weepinbell;69
Sometimes it sleeps up there so in the middle of the night it might fall;Weepinbell;69
Weepinbell evolves from Bellsprout at level 21;Weepinbell;69
It can evolve into Victreebel with the use of a Leaf Stone;Weepinbell;69
Weepinbell is a pitcher plant Pokémon with a yellow, bell-shaped body;Weepinbell;69
Above Weepinbell's circular eyes are three small green spots and a small, brown hook-shaped stem;Weepinbell;69
It has wide, gaping mouth with pink lips;Weepinbell;69
On each side of its body is a large, green leaf;Weepinbell;69
Weepinbell camouflages itself as a plant in the forest whilst awaiting an unwary victim;Weepinbell;69
When its prey draws near it sprays poison powder to immobilize the target before melting it with its internal acids;Weepinbell;69
It oozes a neutralizing fluid that prevents these internal acids from melting its own body;Weepinbell;69
It will also slice its prey too large to consume into pieces with its razor-sharp leaves;Weepinbell;69
Weepinbell live in temperate forests and jungles where it hangs from tree branches by its stem to sleep;Weepinbell;69
If it moves around during sleep, Weepinbell may slip and awaken to find itself on the ground;Weepinbell;69
Victreebel's body greatly resembles its pre-evolution Weepinbell, having a yellow bulbous head with dark green spots;Victreebel;70
It also sports two eyes close to its large mouth, which has a pink tip that resembles lips;Victreebel;70
It has two green leaves at the sides of its body;Victreebel;70
Inside its mouth are two fangs;Victreebel;70
A brown vine is also connected to the back of its body which sports a yellow bulb on one end and a large leaf covering its mouth on the other;Victreebel;70
All Victreebel have the ability Chlorophyll;Victreebel;70
Chlorophyll increases Victreebel's Speed when the sun is out;Victreebel;70
Victreebel lure their prey in by emitting a sweet scent;Victreebel;70
When the Pokémon goes inside Victreebel's mouth, it is swallowed whole;Victreebel;70
Victreebel is the evolved form of Weepinbell, and is the final evolutionary form of Bellsprout;Victreebel;70
Weepinbell evolves into Victreebel at any given level, by use of a Leaf Stone;Victreebel;70
Victreebel is a pitcher plant Pokémon with a bell-shaped body;Victreebel;70
It has a gaping mouth with pink lips and two sharp teeth;Victreebel;70
Its semicircular eyes appear directly under its mouth and it has several dark green spots on its body;Victreebel;70
On either side of its body is a large green leaf;Victreebel;70
Covering Victreebel's mouth is a leaf with a long, brown, yellow-tipped vine growing out of it;Victreebel;70
The vine is flicked to mimic an animal in order to attract prey;Victreebel;70
Victreebel also produces a sweet scent to further aid in luring its victims;Victreebel;70
Acid that has dissolved numerous prey animals becomes sweeter and even more effective at attracting prey;Victreebel;70
It can be found in small groups and is territorial;Victreebel;70
In the manga, Victreebel hoards food, usually small birds and rodents, and collects Leaf Stones to perform evolution rituals at night to help Weepinbell become more Victreebel;Victreebel;70
Being the result of an evolution via Evolution stone, Victreebel is rarely found in the wild, though they can be found in temperate forests and jungles;Victreebel;70
Tentacool is an aquatic Pokémon based on the box jellyfish;Tentacool;71
Tentacool have two long tentacles that extend from the base of its large, blue head;Tentacool;71
There are three red gems on this Pokémon's head: two on the sides of its head and one on its forehead;Tentacool;71
It drifts aimlessly wherever the ocean currents take it, sometimes ending up in shallow waters where it may be accidentally caught in fishing lines;Tentacool;71
Tentacool may also end up stuck on beaches when low tide comes since its body is largely composed of water, it will shrivel up, risking death from dehydration if it stays out of the sea for too long;Tentacool;71
Tentacool has two main weapons;Tentacool;71
At the tips of its tentacles are toxic feelers, which it uses to stab anything it touches with stinging acid;Tentacool;71
Due to its excellent camouflage in the water, Tentacool can often remain undetected by swimmers right up to the moment it stings them;Tentacool;71
Tentacool's gelatinous, watery body can also absorb sunlight and refract it within, producing beam energy it shoots from its crystal-like eyes;Tentacool;71
Tentacool can have the ability Clear Body or the ability Liquid Ooze;Tentacool;71
Clear Body prevents the opponent from lowering Tentacool's stats;Tentacool;71
Liquid Ooze damages any opponent who attempts to drain Tentacool's HP;Tentacool;71
Its body is composed almost entirely of water;Tentacool;71
It also shoots strange beams from its crystals on its head;Tentacool;71
Tentacool evolves into Tentacruel at level 30;Tentacool;71
Tentacool is a small, cnidarian Pokémon;Tentacool;71
It has a light blue, clear body with two large, transparent, red crystals on each side of its body and one small one in the middle;Tentacool;71
Near the base of its body is a pointed, beak-like projection and two eyes with small pupils;Tentacool;71
There are two grayish tentacles extending from beneath its round lower body, which has a cape-like formation on the back;Tentacool;71
Tentacool's entire body is made of 99% water, and the remaining 1% contains the organ that produces its poison;Tentacool;71
It absorbs sunlight and refracts it using the water inside its body to convert it into beam energy;Tentacool;71
Its tentacles are laced with stinging cells and, as seen in the anime, it can control Pokémon it touches with its tentacles;Tentacool;71
The tentacles break off occasionally, but they can regenerate;Tentacool;71
The poison from its tentacles is so potent, that someone would need to be immediately rushed to the hospital;Tentacool;71
Tentacool is not a very strong swimmer, traveling throughout the world using ocean currents;Tentacool;71
Tentacool searches for food while drifting on the surface of shallow seas;Tentacool;71
Tentacool can blend in the water, making it very difficult to spot;Tentacool;71
It will sometimes wash ashore and shrivel up due to dehydration, though it remains equally as dangerous;Tentacool;71
Tentacool may be revived if thrown back into the sea;Tentacool;71
Tentacool is mistakenly believed to be a species relative of Toedscool in actuality, the two Pokémon are biologically unrelated;Tentacool;71
Tentacruel has only a few differences from its pre-evolved form;Tentacruel;72
It now has 14 long tentacles;Tentacruel;72
It also has a beak the mouthparts are on the front and back of Tentacruel's head, resembling blue pincers;Tentacruel;72
Also, as seen in the image above, Tentacruel has two huge eyes below its head;Tentacruel;72
Tentacruel can have the ability Clear Body or the ability Liquid Ooze;Tentacruel;72
Clear Body prevents the opponent from lowering any of Tentacruel's stats;Tentacruel;72
Liquid Ooze damages any opponent that tries to drain Tentacruel's HP;Tentacruel;72
With 80 tentacles for ensnaring victims, it prevents escape until the prey is weakened by poison;Tentacruel;72
Tentacruel evolves from Tentacool at level 30;Tentacruel;72
Tentacruel is a large, cnidarian Pokémon;Tentacruel;72
It has a clear, light blue body that has two large, red orbs on either side and smaller orb in the center;Tentacruel;72
Its eyes are visible in its round lower body, which is black;Tentacruel;72
Extending from its lower body are two blue, beak-like appendages and numerous grayish tentacles;Tentacruel;72
Its red orbs glow whenever it is excited or agitated, communicating with its own kind, and it may alert others to danger by stridently flashing them;Tentacruel;72
They are also capable of refracting sunlight, storing energy, and firing ultrasonic waves;Tentacruel;72
Tentacruel's primarily light blue body helps it camouflage in the water;Tentacruel;72
It has a total of 80 tentacles, which it can readily extend during hunts to ensnare its prey in a net-like shape before immobilizing it with poison;Tentacruel;72
The tentacles can grow or shrink with ease;Tentacruel;72
Its tentacles can absorb water to stretch even further;Tentacruel;72
Most of these tentacles are hidden and kept short, leaving up to 14 exposed;Tentacruel;72
However, it tends to lose tentacles as it ages;Tentacruel;72
While Tentacruel are rarely seen, they can gather in large groups which scares away any nearby fish Pokémon;Tentacruel;72
Tentacruel lives in underwater rock formations and can be found throughout the ocean;Tentacruel;72
Although Toedscruel bears a strong resemblance to Tentacruel, the two species are biologically unrelated;Tentacruel;72
Geodude has a rock for a head, no nose, and two long arms that start with a bulging muscle and end with rock hands resembling a human's;Geodude;73
Alolan Geodude are slate gray with black eyebrows and three-fingered hands (the middle, ring and pinky fingers are now one);Geodude;73
Geodude most frequently are found in fields and on mountains;Geodude;73
People step or trip on them from time to time, mistaking them for rocks;Geodude;73
Its arms are so strong that it can use them to climb mountains;Geodude;73
Rhyperior sometimes accidentally shoot Geodude from their cannon-like arms, mistaken them as normal rocks;Geodude;73
The entire body of an Alolan Geodude is electrical and magnetic;Geodude;73
Anyone who steps on a Geodude will feel a slight snap followed by a nasty jolt of electricity;Geodude;73
Alolan Geodudes often compete in headbutting battles the one with the strongest magnetic force will attract more iron sand;Geodude;73
Geodude can have the ability Rock Head or the ability Sturdy;Geodude;73
Rock Head prevents Geodude from suffering recoil damage from using moves like Double-Edge;Geodude;73
Sturdy causes all one-hit knockout moves to be negated;Geodude;73
Geodude evolves into Graveler at level 25;Geodude;73
Graveler further evolves into Golem by trading;Geodude;73
Geodude is a brownish-gray boulder Pokémon;Geodude;73
It has bulging, rocky eyebrows, trapezoidal, brown eyes, and a wide mouth;Geodude;73
Its arms are muscular with five-fingered hands;Geodude;73
Geodude uses its arms to climb steadily up steep mountain paths;Geodude;73
As a result of their physical appearance, Rhyperior sometimes mistake this Pokémon for actual boulders and fire them through their hands;Geodude;73
Geodude is proud of its sturdy body and will bash against others of its kind in a contest of sorts to prove whose body is harder;Geodude;73
It will even go as far as to compare itself with other species such as Roggenrola and Carbink;Geodude;73
The longer it lives, the more chipped and worn its body becomes;Geodude;73
Long-lived Geodude are completely smooth and round and they have a calm demeanor;Geodude;73
However, Geodude's heart remains rugged and tough, no matter what;Geodude;73
Geodude can be most often found on mountain trails and fields, with a scholar counting about 100 of them on just one route;Geodude;73
It will sit still in these areas, which is why it is often mistaken for a rock;Geodude;73
It is often stepped on and will sometimes swing its arms in anger when this occurs;Geodude;73
When Geodude sleeps deeply, it buries itself halfway into the ground;Geodude;73
Once buried, it will not awaken even if someone steps on it;Geodude;73
In the morning, Geodude rolls downhill in search of food;Geodude;73
In the Alola region, Geodude is made from a magnetic rock with a more silvery appearance;Geodude;73
There are areas on Alolan Geodude's body that are especially magnetic and attract iron sand, creating the appearance of black eyebrows and strands of short black hair;Geodude;73
Its fingers are fused together, leaving only the thumb and index finger free;Geodude;73
Stepping on Alolan Geodude results in an electrical shock and sometimes an angry headbutt;Geodude;73
Like regular Geodude, it competes with others by bashing their bodies together;Geodude;73
The iron sand sticks to the one with stronger magnetism;Geodude;73
The Alolan Golem will fire these Geodude if real rocks are absent;Geodude;73
Graveler has four arms which can curl up to its body to roll at any time;Graveler;74
Above its eyes is a wide rock crest;Graveler;74
Unlike its pre-evolved form, Graveler has feet;Graveler;74
Graveler live atop the mountains;Graveler;74
When they roll down, it is nearly impossible for it to be stopped;Graveler;74
Graveler is the evolved form of Geodude at level 25;Graveler;74
Graveler can evolve into Golem, at any given level, when traded;Graveler;74
Graveler is a bipedal, boulder Pokémon;Graveler;74
Its round body is covered with small bumps and it has a rocky crest above its small eyes and mouth;Graveler;74
It has four arms, each with a three-fingered hand;Graveler;74
Its second pair of arms is typically kept tucked against its chest;Graveler;74
It was shown in Pokémon Snap that, despite having legs, it can revert to a legless form;Graveler;74
This grants it the ability to float;Graveler;74
Graveler's preferred locomotion is rolling, specifically, because it is a slow walker;Graveler;74
It often rolls down mountain paths at high speeds exceeding 60 mph, crushing objects in the way and stopping by running into huge rocks should it build up too much speed;Graveler;74
However, it will explode if it rolls into a river instead;Graveler;74
Graveler are known to be generally free and uncaring, not minding if pieces of itself break off, as it has the ability to restore itself over time;Graveler;74
Graveler climbs a mountain from base to summit, feasting on rocks all the while;Graveler;74
Upon reaching the peak, it rolls down to the bottom;Graveler;74
Graveler live in horizontal holes that they gouge out in sheer cliff faces;Graveler;74
In the Alola region, Graveler looks similar to its regular counterpart, but with a silvery sheen;Graveler;74
It lacks defined digits on its upper limbs and has two toes on each foot rather than three;Graveler;74
There are several small, yellowish crystals scattered across its body and iron sand attracted by magnetism;Graveler;74
This black sand creates crystal-like formations above its eyes, across the tops of the upper pair of arms, and on the sides of its face;Graveler;74
Alolan Graveler feeds on dravite, which creates the yellow crystals on its body and grants it electrical abilities;Graveler;74
It often fights with others over food, and when two smash together, it creates a flash of light and a booming sound for this reason, people refer to it as the fireworks of the earth;Graveler;74
Similar to its Kantonian counterpart, Alolan Graveler also roll down mountain paths however, instead of flattening obstacles as it rolls, it sends them flying by zapping them with electricity;Graveler;74
Golem's body resembles a large boulder;Golem;75
It has claws on its hands and feet;Golem;75
An Alolan Golem is much different than its Kantonian counterpart;Golem;75
Two crystalline formations protrude from Golem's back while what appear to be a mustache and beard are actually iron filings;Golem;75
Golem's arms are much shorter as well;Golem;75
Golem shed their skins annually to grow larger their shells almost immediately crumble away into the soil, enriching it;Golem;75
Farmers strive to collect shed Golem pelts as a result;Golem;75
Their bodies are whitish and tender for a short period of time, but new shells will quickly harden upon contact with the air;Golem;75
However, Golem eventually stop shedding with age, and particularly old individuals may even start growing moss on their carapaces after some time;Golem;75
Earthquakes will sometimes send groups of Golem rolling down, endangering alpine homes;Golem;75
To protect these structures, grooves are often dug in the sides of mountains to redirect the paths of spooked Golem (and careless Graveler as well);Golem;75
Though they do not have very good aim, their projectiles can easily electrify foes if they even so much as graze them, causing numbness or even fainting such projectiles will release a burst of electrical energy radiating form the point of impact;Golem;75
They may even grab Alolan Geodude as ammo if they are not paying attention;Golem;75
Though firing their pre-evolutions does not hurt them, their relatives are usually not at all happy about the arrangement;Golem;75
These Pokémon must find rocks to reload between each shot, making their attacks rather slow;Golem;75
If their opponents draw too near while they are reloading, they may try to electrocute them directly with their cannons;Golem;75
These irritable Pokémon can emit crackling electricity from the surface of their bodies when angered to 'growl' with the sound of an approaching thunderstorm;Golem;75
Golem can have the ability Rock Head or the ability Sturdy;Golem;75
Rock Head prevents Golem from recoiling;Golem;75
Sturdy prevents Golem from being KO-ed by 1 Hit KO moves starting with Gen V, Sturdy allows Golem to hang on with 1 HP after being hit by a single attack;Golem;75
Golem's Alolan variant gains two new abilities, which are Magnet Pull and Galvanize;Golem;75
Magnet Pull, which is shared with the Magnemite line and Nosepass line, prevent Steel-type Pokémon from escaping;Golem;75
Galvanize, which is unique among the Alolan Graveler evolution line, converts Normal-type moves into Electric-type moves;Golem;75
Golem's hide is so hard, that dynamite can't harm it;Golem;75
When they roll down the mountains they live on, they leave grooves;Golem;75
The Alolan variant of Golem generates magnetic energy to increase the speed of the electrically charged boulders it launches from the crystals on its back these boulders can paralyze and numb opponents at the slightest touch;Golem;75
However, if these boulders aren't available for use, Alolan Golem will use nearby Alolan Geodudes as spare ammunition;Golem;75
Unlike its Kantonian counterpart, Alolan Golem is much more stubborn and can discharge electricity when agitated as well as letting out a roar that mimics the sound of Thunder;Golem;75
Graveler evolves into Golem when traded;Golem;75
It is the final form of Geodude;Golem;75
Golem is a bipedal tortoise-like boulder Pokémon with a spherical body covered by a shell of plated, green rocks;Golem;75
Its body is so hard that even dynamite cannot scratch it;Golem;75
Its head protrudes from the center of the shell;Golem;75
The head has a flat snout with two pointed teeth in the lower jaw and red eyes;Golem;75
It has short arms that have three claws and two legs with feet that have four claws in front and one in back;Golem;75
The head and limbs are light brown in color;Golem;75
Golem grows bigger by shedding its skin once a year;Golem;75
The discarded shell immediately hardens when exposed to air, crumbling away and returning to the soil;Golem;75
However, it stops shedding with age and moss grows over its shell;Golem;75
As shown in the Pocket Monsters Carddass Trading Cards, Golem's shell is hollow;Golem;75
The anime has shown that Golem is able to withdraw its head and limbs into its shell and roll at high speeds;Golem;75
It is dangerous when doing this, as it is unable to see and may crash into or run over anything in its path;Golem;75
To prevent it from rolling into the homes of people downhill, grooves are dug into the sides of the mountains to divert the rolling Golem's course;Golem;75
It is seldom seen in the wild;Golem;75
However, it can be found living in mountainous regions;Golem;75
In the Alola region, Golem has much shorter forearms with two claws;Golem;75
The feet have only two claws as well;Golem;75
Its face attracts iron sand, creating the appearance of a mustache, eyebrows, and a large black beard;Golem;75
Jutting out of the top of its body are two large, black rocks with a smaller rock in-between, forming a shape of a cannon;Golem;75
On the inner edge of the larger rocks are three golden dots;Golem;75
The cannon prevents them from easily rolling into a ball like its Kantonian variant;Golem;75
Alolan Golem is capable of firing the small rock by using magnetism;Golem;75
The rock will be electrically charged, creating shocks across the whole area of impact;Golem;75
Numbness and fainting can occur with even a glancing blow;Golem;75
If rocks are not available, it will fire nearby Geodude instead;Golem;75
Ponyta is a horse Pokémon that has cream colored fur;Ponyta;76
Rather than having a fur mane, Ponyta has one made of fire, which burns when it is happy or excited;Ponyta;76
On its heels are streaks of fire;Ponyta;76
About an hour after birth, its fiery mane and tail grow out, giving it an impressive appearance;Ponyta;76
Galarian Ponyta is white and its mane resembles light blue and purple clouds;Ponyta;76
The fire on its legs are replaced with purple fluffy fur;Ponyta;76
While Kantonian Ponyta lack horns, Galarian Ponyta has a black horn with a single white stripe;Ponyta;76
It is said that they changed type and appearance over generations after being exposed to the energy in the Galarian forests;Ponyta;76
Ponyta is very weak at birth, so weak that it can barely stand up;Ponyta;76
This Pokémon however becomes stronger by stumbling and falling to keep up with its parent;Ponyta;76
It is known to run fast and jump high;Ponyta;76
It allows humans to ride on its back occasionally;Ponyta;76
However, if angered, it may choose to burn its rider by igniting its back;Ponyta;76
Although its mane is made of flames, it will never burn a trainer it trusts;Ponyta;76
Galarian Ponyta has the ability to absorb life energy and store it in its mane, which causes it to glow;Ponyta;76
It never trusts wicked people, who it turns away and vanishes from, whenever it senses one with evil thoughts;Ponyta;76
If it accompanies with a Trainer, it means it knows the Trainer is a goodhearted person;Ponyta;76
In PJ055, despite that they also have a tendency to be very shy and don't make themselves known to people very much and when in distress or in need of help they send psychic visions to those they trust regardless of the distance;Ponyta;76
Ponyta has hooves which are harder than diamond and its legs are strong and durable able to absorb the shock from taking high jumps;Ponyta;76
Galarian Ponyta can heal poisoned allies with its psychic powers, and can easily heal wounds only with a gentle touch from its horn;Ponyta;76
It can detect a person's kindness with psychic as well, being to identify people who have good hearts;Ponyta;76
Ponyta evolves into Rapidash at level 40;Ponyta;76
Ponyta is an equine Pokémon with cream-colored fur;Ponyta;76
It has brown eyes and triangular ears with reddish interiors;Ponyta;76
Yellow and reddish-orange flames make up its mane and tail;Ponyta;76
The mane forms a short crest on top of its head and a short strip down its back to its tail;Ponyta;76
Additional flames are present behind its elbows and knees;Ponyta;76
The fire appears about an hour after hatching;Ponyta;76
It has four long legs, each ending in a single, gray hoof;Ponyta;76
These hooves are said to be ten times harder than diamonds and act as shock absorbers;Ponyta;76
Ponyta are relatively lightweight for their size, as they have extraordinary jumping abilities and are capable of leaping tall buildings in a single bound;Ponyta;76
However, a newborn Ponyta is a weak runner and is actually barely able to stand;Ponyta;76
It gradually strengthens its legs and becomes faster by chasing after its parents and jumping over grass that grows taller by the day;Ponyta;76
In the anime, it is shown that Ponyta can control its flames so that its rider is not burned by them, and Ponyta only does this for those that it has accepted;Ponyta;76
Ponyta herds tend to live in grasslands, plains, mountains, or anywhere that they can run freely;Ponyta;76
Ponyta has adapted in the forests of the Galar region, after generations of being exposed to the life energy found within;Ponyta;76
1 Galarian Ponyta has chalk-white fur covering most of its body;Ponyta;76
Instead of flames, its mane, tail and fetlocks are covered in a long, purple-and-blue, fluffy fur;Ponyta;76
Its eyes are purple with light-blue irises, and it has a small purple-and-white horn on top of its forehead;Ponyta;76
Galarian Ponyta can absorb the life energy located in the atmosphere and store it in its mane, which will then become more colorful and potentially release a shining glow if there is a lot of energy to use;Ponyta;76
1 Galarian Ponyta's horn has healing powers it can heal any slight wound with a few rubs from its horn;Ponyta;76
By looking into the eyes of a person, Galarian Ponyta can read the contents of their heart;Ponyta;76
Should it find any evil, it will promptly go into hiding;Ponyta;76
As shown in the anime, Galarian Ponyta can send pleas for help in the form of visions to people, even if they're from another region;Ponyta;76
Rapidash is a cream-colored, equine Pokémon with red eyes and a long horn atop its head, similar to a unicorn;Rapidash;77
Its mane and tail are comprised of red and yellow flames, while smaller embers trail from its fetlocks;Rapidash;77
Rapidash is rather competitive and tends to have a rash nature;Rapidash;77
The fastest Rapidash will be chosen as its herd's leader, which determines the direction the herd is heading and the speed its herd runs;Rapidash;77
Galarian Rapidash is intrepid and resolute, taking pride in its abilities on being able to dash across the forests with the psychic powers stored in the hair around its hooves;Rapidash;77
Rapidash can dash at a high speed across vast lands;Rapidash;77
It is also one of the fastest Pokémon, with a top speed of 150mph;Rapidash;77
Its flaming mane can burn glowingly under high speed boost;Rapidash;77
Galarian Rapidash can conjure psychic blades, projections and projectiles through its horn, which are destructive enough to create massive holes through solid metal;Rapidash;77
They are quite rare in the wild and can be found mostly in Kanto, although sightings in Sinnoh, Johto and Unova have occasionally been reported;Rapidash;77
Galarian Rapidash are reported to be sighted in woods and forests like Glimwood Tangle in Galar;Rapidash;77
Rapidash is the evolved form of Ponyta at level 40;Rapidash;77
Rapidash is an equine Pokémon with cream-colored fur and a pointed horn on its forehead;Rapidash;77
It has small, red eyes and triangular ears with reddish interiors;Rapidash;77
Yellow and reddish-orange flames stream from the back of its head to form a long, flowing mane;Rapidash;77
A short version of the mane trails down its back to its equally fiery tail;Rapidash;77
Flames are also present on its fetlocks;Rapidash;77
It has slender legs, each with a single black hoof;Rapidash;77
Rapidash is a very agile Pokémon;Rapidash;77
It runs at about 150 mph (240 km/h), chasing everything that moves in hopes of racing it;Rapidash;77
With incredible acceleration, it reaches its top speed in only ten steps;Rapidash;77
At full gallop, its hooves barely touch the ground;Rapidash;77
The faster Rapidash goes, the longer the swaying flames of its mane will become;Rapidash;77
At an all-out gallop, its blazing mane sparkles, a feature that is said to enhance its beautiful appearance;Rapidash;77
Rapidash is capable of traveling an entire region like Hisui within a day and a half;Rapidash;77
Rapidash lives in grasslands, but it can also be seen on mountains in Pokémon Snap;Rapidash;77
In Galar, Rapidash takes on a new form with a white coat, pale blue eyes, and a long, curly mane and tail colored in streaks of pastel cyan and pink;Rapidash;77
Its horn is much longer than that of Kantonian Rapidash, and is deep violet in color with a spiraling white line running its length;Rapidash;77
Its fetlocks are adorned with long pink fur that stores psychic energy, which gives it a swift, airy gait, and it has deep violet hooves;Rapidash;77
Galarian Rapidash is known for being brave and prideful;Rapidash;77
It can channel its psychic power into a powerful Psycho Cut from its horn that can pierce through sheet metal;Rapidash;77
It lives in forests;Rapidash;77
Slowpoke is a mostly pink Pokémon;Slowpoke;78
It stands on four legs, and has a long tail that is used like a fishing pole;Slowpoke;78
Its mouth is a pale brown color;Slowpoke;78
Galarian Slowpoke's appearance is a result of particles being built from eating Galarica seeds;Slowpoke;78
The main difference is that it has gained yellow markings on its forehead and tail;Slowpoke;78
Its limbs are more generally spread out while its tail remains closer to the ground rather than in a curved shape like Kantonian Slowpoke;Slowpoke;78
Although slow, Slowpoke is skilled at fishing with its tail, and it does not feel pain if its tail is bitten;Slowpoke;78
It is also implied that their tails can grow back if it is cut off or removed (either during battle, fishing, and/or occasionally by human's);Slowpoke;78
Slowpoke's tails are also a delicacy and worth a lot of money;Slowpoke;78
Slowpoke is described as dopey and rarely moves;Slowpoke;78
It doesn't notice when the tail is bitten, cut off and even grown back;Slowpoke;78
It can take them over 5 seconds to react to pain;Slowpoke;78
To catch food, Slowpoke dangle their tails lazily from the shore into the sea;Slowpoke;78
They secrete a sweet substance that attracts fish;Slowpoke;78
However, due to their daftness, they sometimes forget why they were even near the water in the first place;Slowpoke;78
It can take them up to a day to process bites on their tails;Slowpoke;78
Galarian Slowpoke used to eat the seeds of a certain plant that grew in their habitat;Slowpoke;78
These seeds were in fact Galarica seeds, used to this day as an essential spice for cooking in the Galar region;Slowpoke;78
The Slowpoke in Galar built up particles of this spice in their bodies over several generations, eventually gaining the unique appearance and behavior they are known for today;Slowpoke;78
Galarian Slowpoke spend their days wallowing on seashores and riverbanks without thinking about anything in particular;Slowpoke;78
Occasionally, they might get a very sharp look in their eyes, but they will soon revert to their zoned-out expression;Slowpoke;78
It is thought that this behavior is caused by the accumulated Galarica particles stimulating Galarian Slowpoke's brain, resulting in it thinking of something tremendous—only for the Galarian Slowpoke to immediately forget what it had just thought of;Slowpoke;78
It is said that Galarian Slowpoke love Galarica Cuffs and Galarica Wreaths;Slowpoke;78
Slowpoke evolves into Slowbro at level 37, or into Slowking when traded while holding a King's Rock;Slowpoke;78
In the anime, Slowpoke's evolution is quite different;Slowpoke;78
To become Slowbro a Shellder must latch onto Slowpokes tail;Slowpoke;78
To become a Slowking, a Slowpoke must put on a King's Rock and have a Shellder clamp onto it;Slowpoke;78
Galarian Slowbro evolves into Galarian Slowbro by being given a Galarica Cuff, or Galarian Slowking by being given a Galarica Wreath;Slowpoke;78
Slowpoke is a pink Pokémon that resembles a cross between a salamander and a hippopotamus;Slowpoke;78
It has vacant eyes that never seem focused, curled ears, and a rounded, tan muzzle;Slowpoke;78
It has four legs, each of which ends in a single white claw;Slowpoke;78
Its long, tapering tail has a white tip;Slowpoke;78
